timestamp,average_gas,average_light,average_loudness,average_temperature,average_humidity,average_object,average_ambient,ocupada
2026-05-20 12:10:00,217.6,81.7,2.05,0.0,0.0,25.08200000000002,26.04200000000003,1
2026-05-20 12:20:00,221.75,85.7,1.95,0.0,0.0,25.075555555555585,26.170000000000037,0
2026-05-20 12:30:00,223.1,86.1,2.05,0.0,0.0,25.19105263157897,26.562631578947407,0
2026-05-20 12:40:00,224.65,82.6,1.9,0.0,0.0,25.34000000000002,26.73444444444448,1
2026-05-20 12:50:00,228.35,80.35,1.85,0.0,0.0,25.441000000000017,27.07800000000004,1
2026-05-20 13:00:00,227.0,85.1,1.9,0.0,0.0,25.70529411764708,27.70411764705886,0
2026-05-20 13:10:00,225.3,66.55,1.75,0.0,0.0,25.89000000000002,27.921000000000017,0
2026-05-20 13:20:00,224.1,76.45,2.0,0.0,0.0,26.013333333333357,28.09222222222225,0
2026-05-20 13:30:00,219.0,92.5,2.0,0.0,0.0,26.234444444444467,28.470000000000027,0
2026-05-20 13:40:00,215.55,81.05,1.95,0.0,0.0,26.46700000000002,28.727000000000025,1
2026-05-20 13:50:00,212.3,72.6,1.9,0.0,0.0,26.296666666666688,27.74222222222226,0
2026-05-20 14:00:00,211.9,66.45,1.9,0.0,0.0,26.35000000000002,28.328000000000024,0
2026-05-20 14:10:00,211.15,67.55,1.9,0.0,0.0,26.36666666666669,28.50333333333336,0
2026-05-20 14:20:00,211.95,68.0,1.85,0.0,0.0,26.36700000000001,28.36300000000002,0
2026-05-20 14:30:00,212.55,68.4,2.0,0.0,0.0,26.359000000000016,28.324000000000023,0
2026-05-20 14:40:00,212.45,69.25,2.0,0.0,0.0,26.421000000000014,28.35500000000002,0
2026-05-20 14:50:00,212.6,68.0,2.0,0.0,0.0,26.425555555555576,28.476666666666688,0
2026-05-20 15:00:00,212.35,74.25,1.9,0.0,0.0,26.443333333333356,28.467777777777805,0
2026-05-20 15:10:00,213.15,66.85,1.85,0.0,0.0,26.463333333333352,28.481111111111133,0
2026-05-20 15:20:00,212.95,70.25,2.0,0.0,0.0,26.49000000000002,28.51000000000004,0
2026-05-20 15:30:00,213.1,75.5,1.85,0.0,0.0,26.542222222222247,28.496666666666687,0
2026-05-20 15:40:00,213.25,69.85,1.9,0.0,0.0,26.55000000000002,28.52764705882356,1
2026-05-20 15:50:00,213.5,67.65,1.95,0.0,0.0,26.51000000000002,28.53000000000003,0
2026-05-20 16:00:00,214.25,69.45,1.95,0.0,0.0,26.52111111111113,28.49222222222224,0
2026-05-20 16:10:00,215.2,79.25,1.9,0.0,0.0,26.52000000000002,28.462222222222252,1
2026-05-20 16:20:00,214.9,86.7,1.9,0.0,0.0,25.79500000000003,26.60900000000003,1
2026-05-20 16:30:00,216.8,92.25,1.85,0.0,0.0,25.522000000000027,26.349000000000014,1
2026-05-20 16:40:00,226.45,85.9,2.05,0.0,0.0,25.46300000000001,26.63600000000004,1
2026-05-20 16:50:00,224.35,86.45,2.0,0.0,0.0,25.15777777777781,25.85111111111113,1
2026-05-20 17:00:00,225.05,86.05,1.95,0.0,0.0,24.980000000000032,25.671111111111145,1
2026-05-20 17:10:00,230.25,81.4,1.85,0.0,0.0,25.16529411764709,26.104117647058867,1
2026-05-20 17:20:00,231.25,82.25,2.1,0.0,0.0,24.720000000000034,25.13700000000004,1
2026-05-20 17:30:00,242.2,81.45,1.9,0.0,0.0,25.058888888888923,26.08444444444448,1
2026-05-20 17:40:00,230.95,79.3,1.85,0.0,0.0,24.976000000000035,25.907000000000014,1
2026-05-20 17:50:00,239.0,64.8,1.9,0.0,0.0,25.1205263157895,26.21631578947372,0
2026-05-20 18:00:00,228.25,83.2,2.0,0.0,0.0,25.067647058823557,26.0817647058824,1
2026-05-20 18:10:00,232.8,83.8,2.0,0.0,0.0,25.18222222222225,26.036666666666697,1
2026-05-20 18:20:00,231.5,80.75,1.85,0.0,0.0,24.960000000000036,25.812222222222243,1
2026-05-20 18:30:00,233.7,80.15,1.85,0.0,0.0,25.11941176470592,25.808823529411782,1
2026-05-20 18:40:00,231.8,79.65,2.05,0.0,0.0,25.085294117647084,26.15352941176474,1
